1231|"611023"|"557297"|"36655073"
1231|"611024"|"557297"|"36655187"
1231|"611025"|"557297"|"36655303"
1231|"611026"|"557297"|"36655435"
90|"611022"|"557298"|"36654958"
90|"611023"|"557298"|"36655072"
90|"611024"|"557298"|"36655186"
90|"611025"|"557298"|"36655302"
90|"611026"|"557298"|"36655436"
174|"611022"|"557301"|"36654957"
174|"611023"|"557301"|"36655071"
174|"611024"|"557301"|"36655185"
174|"611025"|"557301"|"36655301"
174|"611026"|"557301"|"36655437"
8|"611022"|"557302"|"36654956"
8|"611023"|"557302"|"36655070"
8|"611024"|"557302"|"36655184"
8|"611025"|"557302"|"36655300"
8|"611026"|"557302"|"36655438"
260|"611022"|"557319"|"36654955"
260|"611023"|"557319"|"36655069"
260|"611024"|"557319"|"36655183"
260|"611025"|"557319"|"36655299"
260|"611026"|"557319"|"36655439"
1087|"611022"|"557320"|"36654954"
1087|"611023"|"557320"|"36655068"
1087|"611024"|"557320"|"36655182"
1087|"611025"|"557320"|"36655298"
1087|"611026"|"557320"|"36655440"
132|"611022"|"557325"|"36654968"
132|"611023"|"557325"|"36655082"
132|"611024"|"557325"|"36655196"
132|"611025"|"557325"|"36655310"
132|"611026"|"557325"|"36655421"
288|"611022"|"557326"|"36654967"
288|"611023"|"557326"|"36655081"
288|"611024"|"557326"|"36655195"
288|"611025"|"557326"|"36655309"
288|"611026"|"557326"|"36655420"
184|"611022"|"557333"|"36654966"
184|"611023"|"557333"|"36655080"
184|"611024"|"557333"|"36655194"
184|"611025"|"557333"|"36655308"
184|"611026"|"557333"|"36655419"
26|"611022"|"557335"|"36654965"
26|"611023"|"557335"|"36655079"
26|"611024"|"557335"|"36655193"
26|"611025"|"557335"|"36655307"
26|"611026"|"557335"|"36655418"
6|"611022"|"557336"|"36654964"
6|"611023"|"557336"|"36655078"
6|"611024"|"557336"|"36655192"
6|"611025"|"557336"|"36655306"
6|"611026"|"557336"|"36655497"
24|"611022"|"557337"|"36654963"
24|"611023"|"557337"|"36655077"
24|"611024"|"557337"|"36655191"
24|"611025"|"557337"|"36655305"
24|"611026"|"557337"|"36655496"
4|"611022"|"557338"|"36655047"
4|"611023"|"557338"|"36655161"
4|"611024"|"557338"|"36655275"
4|"611025"|"557338"|"36655389"
4|"611026"|"557338"|"36655495"
45|"611022"|"557342"|"36655046"
45|"611023"|"557342"|"36655160"
45|"611024"|"557342"|"36655274"
45|"611025"|"557342"|"36655388"
45|"611026"|"557342"|"36655494"
532|"611022"|"557343"|"36655045"
532|"611023"|"557343"|"36655159"
532|"611024"|"557343"|"36655273"
532|"611025"|"557343"|"36655387"
532|"611026"|"557343"|"36655493"
1|"611022"|"557345"|"36654980"
1|"611023"|"557345"|"36655093"
1|"611024"|"557345"|"36655208"
1|"611025"|"557345"|"36655322"
1|"611026"|"557345"|"36655433"
2|"611022"|"557346"|"36654979"
2|"611023"|"557346"|"36655092"
2|"611024"|"557346"|"36655207"
2|"611025"|"557346"|"36655321"
2|"611026"|"557346"|"36655432"
1|"611022"|"557347"|"36654978"
1|"611023"|"557347"|"36655091"
1|"611024"|"557347"|"36655206"
1|"611025"|"557347"|"36655320"
1|"611026"|"557347"|"36655431"
10|"611022"|"557378"|"36654977"
10|"611023"|"557378"|"36655090"
10|"611024"|"557378"|"36655205"
10|"611025"|"557378"|"36655319"
10|"611026"|"557378"|"36655430"
105|"611022"|"558453"|"36654976"
105|"611023"|"558453"|"36655089"
105|"611024"|"558453"|"36655204"
105|"611025"|"558453"|"36655318"
105|"611026"|"558453"|"36655429"
48|"611022"|"558454"|"36654975"
48|"611023"|"558454"|"36655088"
48|"611024"|"558454"|"36655203"
48|"611025"|"558454"|"36655317"
48|"611026"|"558454"|"36655428"
