"A-2"|No |"80052723"|"130793748"
"A-1"|Yes|"80052723"|"130793747"
"A-3"|No |"80052723"|"130793745"
"A-4"|No |"80052723"|"130793746"
"A-2"|Yes|"80052725"|"130793751"
"A-1"|No |"80052725"|"130793750"
"A-4"|No |"80052725"|"130793752"
"A-6"|No |"80052725"|"130793753"
"A-4"|Yes|"80052726"|"130793754"
"A-2"|No |"80052727"|"130793755"
"A-4"|No |"80052727"|"130793756"
"A-6"|Yes|"80052727"|"130793757"
"A-7"|No |"80052727"|"130793758"
"A-5"|No |"80052728"|"130793759"
"A-7"|Yes|"80052728"|"130793760"
"A-4"|No |"80052729"|"130793761"
"A-6"|No |"80052729"|"130793762"
"A-7"|Yes|"80052729"|"130793763"
"A-4"|No |"80052730"|"130793764"
"A-6"|Yes|"80052730"|"130793765"
"A-7"|No |"80052730"|"130793766"
"A-4"|No |"80052732"|"130793767"
"A-6"|Yes|"80052732"|"130793768"
"A-6"|No |"80052733"|"130793769"
"A-7"|Yes|"80052733"|"130793770"
"A-2"|Yes|"80052734"|"130793772"
"A-6"|No |"80052734"|"130793773"
"A-7"|No |"80052734"|"130793771"
"A-4"|Yes|"80052736"|"130793774"
"A-2"|Yes|"80052737"|"130793776"
"A-1"|No |"80052737"|"130793775"
"A-4"|No |"80052737"|"130793777"
"A-7"|No |"80052737"|"130793778"
"A-2"|No |"80052738"|"130793779"
"A-4"|Yes|"80052738"|"130793780"
"A-6"|No |"80052738"|"130793781"
"A-7"|No |"80052738"|"130793782"
"A-4"|No |"80052740"|"130793783"
"A-2"|No |"80052741"|"130793784"
"A-4"|No |"80052741"|"130793785"
"A-1"|No |"80052742"|"130793786"
"A-2"|No |"80052742"|"130793787"
"A-4"|No |"80052742"|"130793788"
"A-1"|No |"80052744"|"130793789"
"A-2"|Yes|"80052744"|"130793790"
"A-4"|No |"80052744"|"130793791"
"A-2"|Yes|"80052745"|"130793792"
"A-4"|No |"80052745"|"130793793"
"A-1"|No |"80052746"|"130793794"
"A-2"|Yes|"80052746"|"130793795"
"A-4"|No |"80052747"|"130793796"
"A-4"|No |"80052748"|"130793797"
"A-6"|No |"80052748"|"130793798"
"A-7"|No |"80052748"|"130793799"
"A-2"|No |"80052749"|"130793800"
"A-4"|No |"80052749"|"130793801"
"A-6"|No |"80052749"|"130793802"
"A-4"|Yes|"80052751"|"130793803"
"A-1"|No |"80052752"|"130793804"
"A-2"|Yes|"80052752"|"130793805"
"A-4"|No |"80052752"|"130793806"
"A-7"|No |"80052752"|"130793807"
"A-2"|No |"80052753"|"130793808"
