"p"|"80054278"|"35135578"
"w"|"80054279"|"35135579"
"p"|"80054274"|"35135574"
"g"|"80054275"|"35135575"
"g"|"80054276"|"35135576"
"g"|"80054277"|"35135577"
"p"|"80054281"|"35135580"
"w"|"80054283"|"35135581"
"t"|"80054252"|"35135558"
"p"|"80054251"|"35135557"
"p"|"80054247"|"35135553"
"t"|"80054248"|"35135554"
"t"|"80054249"|"35135555"
"x"|"80054249"|"35135556"
"p"|"80054255"|"35135559"
"t"|"80054256"|"35135560"
"t"|"80054257"|"35135561"
"t"|"80054259"|"35135562"
"t"|"80054260"|"35135563"
"p"|"80054261"|"35135564"
"t"|"80054262"|"35135565"
"t"|"80054263"|"35135566"
"t"|"80054264"|"35135567"
"t"|"80054265"|"35135568"
"t"|"80054125"|"35135465"
"p"|"80054123"|"35135464"
"t"|"80054119"|"35135460"
"x"|"80054119"|"35135461"
"t"|"80054120"|"35135462"
"p"|"80054121"|"35135463"
"t"|"80054069"|"35135417"
"p"|"80054072"|"35135418"
"t"|"80054073"|"35135419"
"x"|"80054073"|"35135420"
"t"|"80054074"|"35135421"
"t"|"80054075"|"35135422"
"g"|"80054075"|"35135423"
"g"|"80054076"|"35135424"
"p"|"80054077"|"35135425"
"p"|"80054008"|"35135372"
"t"|"80054009"|"35135373"
"t"|"80054010"|"35135374"
"t"|"80054011"|"35135375"
"x"|"80054011"|"35135376"
"p"|"80054153"|"35135486"
"t"|"80054155"|"35135487"
"t"|"80054156"|"35135488"
"t"|"80054157"|"35135489"
"p"|"80054148"|"35135483"
"t"|"80054149"|"35135484"
"t"|"80054151"|"35135485"
"p"|"80054270"|"35135571"
"t"|"80054271"|"35135572"
"t"|"80054272"|"35135573"
"t"|"80054163"|"35135493"
"t"|"80054164"|"35135494"
"t"|"80054165"|"35135495"
"p"|"80054166"|"35135496"
"t"|"80054167"|"35135497"
"t"|"80054159"|"35135490"
"t"|"80054160"|"35135491"
"p"|"80054162"|"35135492"
"t"|"80054100"|"35135444"
"t"|"80054101"|"35135445"
"p"|"80054102"|"35135446"
"t"|"80054112"|"35135452"
"t"|"80054113"|"35135453"
"t"|"80054114"|"35135454"
"x"|"80054114"|"35135455"
"t"|"80054115"|"35135456"
"t"|"80054116"|"35135457"
"x"|"80054116"|"35135458"
"p"|"80054117"|"35135459"
"p"|"80054104"|"35135447"
"t"|"80054106"|"35135448"
"t"|"80054107"|"35135449"
"p"|"80054108"|"35135450"
"t"|"80054110"|"35135451"
"t"|"80054296"|"35135590"
"t"|"80054286"|"35135582"
"p"|"80054287"|"35135583"
"t"|"80054289"|"35135584"
"p"|"80054299"|"35135591"
"t"|"80054300"|"35135592"
"g"|"80054300"|"35135593"
"t"|"80054301"|"35135594"
"g"|"80054301"|"35135595"
"t"|"80054302"|"35135596"
"g"|"80054302"|"35135597"
"t"|"80054303"|"35135598"
"g"|"80054303"|"35135599"
"p"|"80054291"|"35135585"
"t"|"80054292"|"35135586"
"g"|"80054292"|"35135587"
"x"|"80054293"|"35135589"
"t"|"80054293"|"35135588"
"p"|"80053226"|"35135349"
"g"|"80053225"|"35135348"
"g"|"80053224"|"35135347"
"p"|"80054142"|"35135478"
"t"|"80054143"|"35135479"
"t"|"80054144"|"35135480"
"t"|"80054146"|"35135481"
"x"|"80054146"|"35135482"
"r"|"80054131"|"35135470"
"p"|"80054132"|"35135471"
"t"|"80054133"|"35135472"
"t"|"80054134"|"35135473"
"t"|"80054135"|"35135474"
"p"|"80054137"|"35135475"
"t"|"80054138"|"35135476"
"t"|"80054139"|"35135477"
"t"|"80054127"|"35135467"
"x"|"80054128"|"35135468"
"g"|"80054129"|"35135469"
"p"|"80054126"|"35135466"
"t"|"80054194"|"35135518"
"t"|"80054195"|"35135519"
"p"|"80054191"|"35135517"
"p"|"80054207"|"35135526"
"p"|"80054201"|"35135523"
"t"|"80054203"|"35135524"
"x"|"80054204"|"35135525"
"p"|"80054196"|"35135520"
"t"|"80054198"|"35135521"
"x"|"80054199"|"35135522"
"x"|"80054235"|"35135548"
"p"|"80054232"|"35135546"
"t"|"80054234"|"35135547"
"p"|"80054244"|"35135552"
"x"|"80054241"|"35135551"
"p"|"80054238"|"35135549"
"t"|"80054240"|"35135550"
"p"|"80054228"|"35135543"
"t"|"80054229"|"35135544"
"t"|"80054230"|"35135545"
"g"|"80053338"|"35135350"
"t"|"80053338"|"35135351"
"x"|"80053338"|"35135352"
"g"|"80053339"|"35135353"
"t"|"80053341"|"35135354"
"g"|"80053341"|"35135355"
"g"|"80053342"|"35135356"
"p"|"80053343"|"35135357"
"x"|"80053344"|"35135358"
"x"|"80053346"|"35135359"
"t"|"80053347"|"35135360"
"p"|"80053352"|"35135361"
"x"|"80053353"|"35135362"
"x"|"80053355"|"35135363"
"t"|"80053356"|"35135364"
"g"|"80053361"|"35135365"
"t"|"80053361"|"35135366"
"x"|"80053361"|"35135367"
"g"|"80053362"|"35135368"
"t"|"80053364"|"35135369"
"g"|"80053364"|"35135370"
"g"|"80053365"|"35135371"
